,condition,review
55546,1,"""I didn&#039;t get heartburn all day but I did feel weak and light headed all morning."""
55696,1,"""It works great, but is expensive."""
55810,0,"""I am 24 and I was diagnosed with Crohn&#039;s disease a year and a half ago now. I&#039;ve been receiving this infusion for the past 12 months. The relief was brilliant bar constantly catching coughs, colds and flu&#039;s but it was worth it as I could lead a normal life again. My infusions were every 8 weeks and could take anything up to 4 hours but my remission time between infusions began to steadily decrease. I have now had my 9th infusion and receive them every 5 weeks. My body has grown an immunity to the drug and my doctor is changing me onto Humira as a last resort to avoid surgery. Hope this helps somebody."""
55861,1,"""I took one dose and 30 minutes later I was in real trouble! Rash, itching, tachycardia, abdominal cramping, nausea, vomiting, diarrhea, chills, etc."""
55881,0,"""I have been on Lybrel since it came out in 2007. I LOVE this pill! I used to get horrible cramps that got worse as I aged. My cramps were so bad that I would have to miss work. Since I&#039;ve been on Lybrel, I&#039;ve had very little spotting and no monthly cramps. Except for the 1 month I&#039;m off the pills every year. I don&#039;t know what I would do without it!"""
55908,0,"""I got the mirena in yesterday and it was a breeze.  The docs wanted me to do Skyla because its smaller, (but I wanted longer protection).  I haven&#039;t had a child, and I&#039;ve actually had more pain during a pap smear with a nurse.  Trick is to find a doctor that has done hundreds of intrauterine device procedures.  My doctor has done over 1,000 and the whole thing took less than 2 min and caused little to no cramping!  I was so scared that it was going to make me scream but I didn&#039;t make a peep.  So far so good. I expect to buy some Proactive and be extra mindful of carbohydrate intake so I don&#039;t gain weight."""
55971,0,"""Helps me sleep through the night for the first time in my life. The first time I ever took it I made the mistake of not going to bed right away so I did have some hallucinations. They weren&#039;t scary, but I make sure to take it only when I go to bed. There are some definite sexual side effects, much to my husband&#039;s good fortune. It all seems like a vague dream when I wake up. It&#039;s probably a good idea to only take it when you&#039;re living with someone you trust!"""
56257,1,"""I have no side effects with reglan after 3 months of use. It works well when combined with Nexium, this combo is only med that works for my gastroesophageal reflux disease (GERD). I have tried them all and these 2 medicines reduce the GERD down by approximately 75%. I also have my bed propped up at the head by 6 inches."""
56734,1,"""Tried almost everything. Prevacid is the only thing that works for me. Works well."""
56851,1,"""This is the best antacid for keeping acid reflux under control. The alginic acid forms a barrier to stomach acid.   I do have concerns about taking anything with Aluminium."""
56906,0,"""I have had the Implanon since September 2013. So for almost 7 months. First I had Depo. Great. I never bled once. But I couldn&#039;t lose weight. I gained 20 lbs. Then I went to pill to try to lose weight. My period was TERRIBLE. So I switched to Implanon. I gave it a 6 because overall it is really good. Haven&#039;t got pregnant or lost sex drive. Was able to lose the weight but here in the last two months maybe a little more, I&#039;ve bled non-stop. Its very light but so annoying. Getting it removed asap."""
57015,1,"""Taken daily but still have break through GERD."""
57141,1,"""3 months of Protonix did nothing, after taking Kapidex, I noticed improvement within 2 weeks and most symptoms gone after 5 weeks."""
57154,0,"""Added lemon crystal light and ELECTROLYTE water to the Suprep mix.  Held my nose and drank it through a straw.  After each long sip I bit into a quartered lemon.  Biting into the lemon really helped.  The ELECTROLYTE water replaced my electrolytes and prevented a headache and chills.  Definitley doable for me.
Last colonoscopy was with Moveit prep and I threw that up."""
57340,1,"""I have suffered of frequent strong heartburn for the last 30 yrs. I purchased the 14 caps treatment and amazingly got well after the first take. 100% Recommended!"""
57405,0,"""Medicine was effective to a degree it ameliorated muscle pain, joint inflammation, and mild-to-severe headaches.  Inflammation/rash in upper body area (predominantly on the back) occurred within a week of beginning three-week regimen--persisted until end of ingestion; though it faded in both discoloration and swelling, as well as itching, over time.  Some blurred vision and intestinal discomfort occurred, but was not debilitating to any significant degree.  While fatigue was lessened somewhat, it did not preclude a general feeling of somnambulism or sleepiness; which my physician says may persist for a few weeks or even months. Overall, I&#039;d rate this as an effective medication against the Lyme Disease I developed."""
57572,1,"""I have used &quot;Protonix&quot; for years, and consider it quite the miracle pill at preventing my heartburn and reflux. My most recent refill was the generic and now I regularly wake up at night with heartburn."""
57731,1,"""I somehow contracted h-pylori. This bacteria cause damage to my stomach lining. As a result I began to suffer from serve burning in my stmach &amp; everything I ate gave me heartburn &amp; acid reflux. After seeing a gastro doctor put me on a Dexilant  (60mg). It was a life saver. I don&#039;t get the burning feeling in my stomach &amp; no refux which was starting to damage my esophagus. My insurance pays a portion of the cost. Then I went to the Dexilant website in which they offer a program for reduced cost. I pay $20 a month for a pill that allows me to eat without suffering. I have had no side effects from this medication. I been taking Dexilant for 6 years everyday. If I miss a day it still works but I  can&#039;t go longer than 2 days without it."""
58015,1,"""Its the best PPI I&#039;ve tried."""
58669,1,"""I currently have been diagnosised with GERD, chronic gastritis, and esophagitis. I have been taking 2 Protonix 40 mg a for 2 years and started taking Zantac 150 mg twice a day work 2 months now. That is 4 pills daily. My Gastroenterologist put me on Kapidex for a month now. I have not had any problems so far. I cannot see inside my body to see if it works but hey if it can take me from 4 pills a day to only 1 I will take it. The only thing is the cost."""
59086,0,"""Love it"""
59095,0,"""I switched to Yaz after having break through bleeding on seasonale for two years.  I loved it at first.  Shorter periods, and PMDD relief.  Some months I didn&#039;t even realize my period was coming/starting I was so free of symptoms.  A little over two years on it though, I slowly started getting mood swings back.  I sometimes cry for days at a time with absolutely no reason at all.  I have had symptoms of depression, which is COMPLETELY out of character for me, and overall, I just don&#039;t feel like myself anymore.  My doctor switched me to loestrin Fe...which i start tomorrow, so hoepfully that takes care of it!"""
59223,1,"""I took Aciphex for the last year. It relieved the symptoms VERY well. However, it didn&#039;t heal any of my problems. I still have erosive esophagus, and I still have chronic gastritis. So on to the next..."""
59432,1,"""I used this product as a free sample and it worked terrificly."""
59569,0,"""I felt compelled to write a review, as I was on topamax (or should I say dopamax?!) for about 2 years. I started this medication when I was 21 and was so desperate to find something that would actually help my on-going migraines. Personally, the side effect symptoms FAR outweighed the benefits. I started out on 25mg a day and gradually increased to 100mg. As soon as I got on this, the side effects came rolling in. Before I knew it my memory was completely gone. In daily conversation I couldn&#039;t think of simple words, names or phrases. I knew what I wanted to say but couldn&#039;t form the words to do so. The worst of all, it really affected my grades in college. I used to have awesome memorization skills. Unfortunately I would study for hours upon hours, and still wouldn&#039;t do well as I would have &quot;brain fog&quot; during tests, etc. Another side effect I experienced was weight loss. I lost around 25 lbs., HOWEVER I don&#039;t believe all of this was ultimately from topamax. I&#039;d definitely say it suppressed my appetite, but I really changed my eating habits and worked out daily. It helped with my first few pounds and got me motivated to do the rest. On the plus side, I saw a significant difference in the amount of migraines I received. It was a night and day difference in that aspect. However, approaching a year and a half on this medication I couldn&#039;t take it anymore and had to get off. It wasn&#039;t worth it anymore. I don&#039;t think tapering off or stopping cold turkey on this really makes a difference. My mom stopped cold turkey and I tapered off, as my doctor instructed me. I rebounded off this HORRIBLY, as did my mom. I was STARVING constantly after no longer taking it. This didn&#039;t just go away either. My body didn&#039;t feel levelled out and &quot;detoxed&quot; of this for honestly about a year after. I not only gained back all my weight I lost, but plus some. Although everyone&#039;s body reacts differently, I highly do NOT recommend taking this. Not even for those desperate for weight loss. Losing weight from a medication like this is not sustainable long term. I&#039;m 24 now and am still affected by my choice of taking this. Topamax has ultimately ruined my memory to this day. I still cannot remember words or things. It changed me. Do not take this! There are other answers out there."""
59721,0,"""I have been using Cialis 5 mg for over 2 years and it has worked very good for me
no side effects at all that I have notice 
I have BPH and minor ED 
this pill works very well for both 
I am very happy with  it and will not try the Generic since they seem to lose something in the translation"""
59774,0,"""Specifically asked MD if this med would have same side effects as I did when ran out of Cymbalta due to job loss no insurance. &#039;Oh no not to worry on this one.&#039;   Seriously? Agitated, angry...can you tell? and my feet and hands are worse after 3 weeks of &quot;low dose&quot; 100mg bid.  Top of class, or bottom of class still a doctor."""
59783,0,"""I&#039;ve had Skyla for 9 months now. (26 no kids). I have a mixed opinion of it. Insertion was uncomfortable but not painful. Cramps were bad for 30 min/1hour. I menstrated regularly for about 2 months then stopped pretty much altogether (I spot here and there). One major change for me was a huge decrease in libido for the first 4 to 5 months. Fortunately it has since gone back to normal. Even though I do not menstrate I do often still get the cramps during that time and they can be rough. I do not plan to be on it the full 3 years but it does what I need it to do for now."""
60010,1,"""This medicine did not work for me at all.  Even with dietary changes I would have occasional flare ups."""
60219,0,"""I got the depo shot in the later part of September, October I didn&#039;t have a period. Comes November the 4th I had a brown discharge the second week it was my period and now I am still spotting (19 days later). I see why you have a &quot;decreased sex drive&quot; you can&#039;t have sex. I&#039;m definitely not getting my second shot. Would I recommend this to anyone? Ummmm NO!"""
60330,0,"""I have suffered from severe anxiety and panic attacks for almost 13 years. Literally every day I was anxious from the time I woke up until I went to bed. Racing thoughts, constant anxiety, and at one point would hardly go out in public fearing a panic attack. Zoloft has changed my life COMPLETELY!! No more racing thoughts or anxiety!! Feeling like a normal person again and actually enjoying life and even laughing! Took two months to start feeling full results. Main side effect was sleeping all the time and loss of appetite. Highly recommend!!"""
60493,0,"""Diag stage 3 Apr 2006, Rcvd fist velcade treatment--shot not IV, weekly starting Jun 2013 for six months , side effects of combined treatment greatly reduced while on velcade Dec 2013, complete remission, no maint therapy.  Then montly velcade Jan 2015 to current."""
60800,0,"""Started 5 g tube once per day 6 weeks ago. 38 yo male.  Initial T was 234 and on retest 312 ng/dl.  Free T was mildly low as well.  Feeling great now.  Energy and libido are up.  Strength at gym is improving.  Morning wood is back!  Focus, concentration are improving.  I don&#039;t feel so cloudy and down.  Tested this week and T was 629!  I am very happy.  Testim is a bit sticky but rub it in well and put a bit of baby powder on shoulders.  Get tested if you have symptoms, and get your mojo back men."""
60976,1,"""I had suffered with acid reflux since childhood. I would wake up in the middle of the night, vomit, and go back to bed. This continued off and on for years. In my late teens and early 20&#039;s, it began to get worse. My doctor told me about Prevacid being OTC, and I should give that a try. It was getting so bad that no matter what I did or didn&#039;t do, ate or didn&#039;t eat, I would have heartburn. It used to be just certain foods triggered it. As time went on, anything and everything gave me heartburn. I started taking Prevacid, and now I take 15mg daily, and have for the last 5 years or so. Since taking it, I am almost completely heartburn free all the time. Occasionally, I have to take 30mg. But I couldn&#039;t live without it! It has changed my life!"""
61081,0,"""34 day in a row bleeding... Only had it for 2 months and I heard it settles into your body for first 3 months. Ill give it one more month, but I cant describe how its been ontop of work and exams and practicals at school. It&#039;s different for everyone"""
61118,1,"""Excessive eating of chocolates  and other sweets can lead me to have a sore throat. I asked my friend what to take and so she adviced me to take nexium. After a week of taking this medicine, my sore throat was gone. It was so amazing. I just love it!"""
61369,1,"""I have had severe pain in my ears and behind left eye for 10 + yrs now. I&#039;ve seen my family Dr and 2 ear specialists. Nothing can be explained or found wrong. In 2016, I was diagnosed with GERD.   The med made me sicker. Then was told to rake ranitidine.  At first it was hard , one pill every 12 hrs. So careful of food intake day and night. Then after 6 months of ranitidine , I noticed I haven&#039;t had any ear pain or eye pain. I now take ranitidine about every 18 hrs and notice the ear and eye pain creeping up. Though ranitidine does help immensely, it&#039;s the ear pain or lack of that ranitidine has cured. Who knew  ****"""
61406,1,"""Stress/anxiety ...GERD...always occurs. Worst is the revolting acid in nose and throat, waking in the middle of the night. For around 20 years. Other medication, ineffective...discovered, eventually, that certain foods, plus stress.. guaranteed GERD....One excellent treatment proved to be &quot;Lait ribot&quot;..always a bottle of it available. It&#039;s sour milk, like very thin yogurt.  Eventually. ordinary milk, if drunk as soon as any symptoms occurred, stops a full on attack.. Best was to discover my own WORST gerd causing, foods, eg meat, bread, citrus fruits,   cider, etc.. But medication essential for stressful business trips, with unidentifiable foods.  Woke up at 2 am. Forgot the effect of cider! ..terrible acid.  Just.One  Pill! Gerd GONE!!!!"""
61616,1,"""I started using Prevacid after several months (actually years) of a condition of acid reflux getting increasingly worse. Tums just wasn&#039;t working anymore, and I was crossing more and more foods off the list of what I could eat without getting severe heartburn. After several kinds of tests at a specialist, I was prescribed Prevacid. I couldn&#039;t believe how quickly and permanently my heartburn went away. I could even eat onions. There was one side affect though - frequent diarrhea for about the first six months - it really became kind of regular thing, but seriously, it was better than the awful heartburn. After the first six months, it went away and never returned."""
61681,0,"""I think this drug is probably the best thing for people with severe allergies. I tried EVERYTHING before XYZAL and I finally stumbled upon this through my doctor and I am so happy I did. Now I can actually wake up and go through the day without sneezing, coughing, or getting a head cold."""
61832,0,"""This is one of the most amazing medicines; and, when used correctly, can neutralize body pain and help you feel like normal again.  Also, it is one of the only medicines on the market that does not make me feel loopy and can function effectively on it. Before taking this I had hip, shoulder, back and foot pain/arthritis and was unable to walk on my foot for several months before getting this medicine.  all good now!"""
62010,1,"""Having a diet consisting of beer, pizza, Copenhagen Marlboro, most of my 18-33 years, my GERD had gotten so bad that I could not even swallow. I mean almost choking on anything besides fluid and applesauce. Doctor performed &quot;tube down the throat maneuver&quot; and stated that I had a grotesque esophagus! Started Nexium right away, worked wonders."""
62438,1,"""This seems to work as well as Nexium 40MG. Actually no reflux so far with this product. Very happy. Only downside is Medicare codes it tier 3, high copay."""
62796,0,"""OK so it has been exactly 2 weeks and 2 days since I had the Skyla put in. I have read multiple reviews before going with this procedure and wish I would have read more. You definitely want to take at least a  day off of work. After I had it done I was ok for about 2 hours then it just got worse. Your body really needs to relax afterwards, Think of it, you are having a device/drug put into your uterus for 3 to 6 years permanently?! Any ways I figured after a couple days cramping would stop.  I had it put in on my last day of my period FYI. On the 5th day (I&#039;m traveling for a wedding so I&#039;m on a plane) I started cramping so bad"""
63100,0,"""I&#039;m 17 and live in Australia at first I thought I just had a UTI but boy was I wrong, a urine test, tested positive for chlamydia, telling my boyfriend was the worst of it and now he thinks I cheated on him... (and didn&#039;t and never would) but I&#039;ve only been sexual active with 3 other guys and I&#039;ve ALWAYS used protection with them and the reason me and my current bf didn&#039;t use protection was because we didn&#039;t have any (dumb I know) but now I&#039;m suffering so much pain in my stomach and I can hardly move and I&#039;m terrified to tell my mum about it! God this better work"""
63167,1,"""I have a Lap Band. Before I had the band I had no problem with heartburn, then after I got a couple adjustments, I had acid reflux and heartburn so bad I was eating like 20 Tums a day. Zantac no longer works, or anything for that matter, so I went to my doctor and he gave me samples of Protonix. Within minutes my heartburn was gone. I have slept through the night without vomiting my own stomach acid. Highly recommend this drug. If you have a Lap band then you know how horrible it can be."""
63244,1,"""I was diagnosed with GERD and erosive esophagitis after scope exploration to my stomach. Before being preceribed Zegerid 40 mg once daily, my life  had went from active and full of exercise to miserable, constantly being sick, and not being able to keep anything down. I even stopped taking all vitamins and other medications because the thought of having anything on my stomach made me cringe. At one point I lost 20 pounds in about 3 weeks because I was not able to eat. Fast forward after testing I started Zegerid and it has literally changed my life. Keep in mind you HAVE to take it as directed though, on an empty stomach with a FULL glass of WATER, and don&#039;t eat or drink anything except water for an hour. Otherwise it will not work."""
63367,1,"""At first, the medication was very effective. Reflux and pain stopped almost at once. Was on lansoprazole for 18 months, for GERD and a hiatus hernia. Small side effects (visual disturbance, vertigo, tiredness) not a problem. BUT, after 1 yr, started to have terrible diarrhea, thin yellow and of sudden onset. Almost amounted to incontinence, at any time night or day.  The tiredness became unacceptable. Eventually, I decided to come off the lansoprazole, for 2 weeks suffered bad recurrence of GERD. However, persevered (with help of Gaviscon) and after 2-3 weeks am now completely normal, no reflux, no pain. Have been great now for 3 months, far more energy, Would recommend a &#039;break&#039; from the medicine to see if you can manage."""
63501,1,"""It worked well to eliminate reflux symptoms, but forced to discontinue use as made me too dizzy, lightheaded, and sometime naseaus.  To the point of not feeling comfortable enough to drive."""
63646,0,"""I have had vertigo/Menieres&#039; since 2003 and Valium seems to be the only medicine that helped me. It takes the edge off of the dizzy feeling the frustration that goes alone with it. My experience is different than most, in that I get dizzy when chopping veggies, washing dishes, sometimes driving on roads with hills (there aren&#039;t many where I live thank God!) But it comes and goes and happens almost every day. I think I would probably freak out if my doctor said I couldn&#039;t take it any more. """
63750,0,"""I had my first depo shot november 25 2015, I was good for a week with no bleeding, I was suppose to go get my 2nd shot 25 feb 2016 but decided not too as I bled &amp; still am bleeding today 13.03.2016, cramps are really bad clots are bad, I wish I had never had this shot. The doctor doesn&#039;t tell you that this could happen for months on end if they did I guess most of us would have thought twice about having it. I am full of regrets &amp; I&#039;m more depressed than I was before. I hate the bleeding it makes me feel disgusting &amp; dirty as its never ending on a daily basis. My mood swings are at what i would call a dangerous level. I so would suggest that women thinking this is the best contraceptive out there, too think twice &amp; read what has happened to us"""
64023,0,"""I am on these tablets now my throat has nearly cleared up and it&#039;s the only anti biotic I can take I had shits for the first 2 days and keep getting the awful taste and out of breath but they work"""
64126,1,"""I have taking Aciphex for about a year now and I can not live without it, forgot it on vacation and paid the price. Will not make that mistake again. I like many others have tried various prescription as well as over the counter medicines but nothing works as well as Aciphex."""
64276,1,"""Nexium has been very effective in resolving my Acid Reflux. I have been taking the medication for over five years, and now have to stop the medication. My bone density test showed third statistical deviation (3T) which reports that I have osteoporosis. I have been taking calcium and supplements with exercise for almost all my life, and it&#039;s hard to believe I have this disease. Nexium blocks the absorption by the body, thus the problem."""
64294,0,"""I took 10 mg. of Farxiga daily for about 8 months.  The good news was that I did not suffer any negative side effects, other than a slight increase in frequency of urination.  The bad news is that after 8 months use, Farxiga did NOT lower my blood glucose - my A1C levels went up, in fact, during that time period.  And Farxiga did not help reduce my weight.  My endocrinologist suggested I stop taking this med, and I did."""
64598,0,"""In a nutshell, even though I did not want this drug to work because I hate taking medicine, it really does help me! I refuse to take benzos. My therapist talked me into trying buspar. It made me really tired at first. But honestly, now that I look back, I think it did that because it seemed to slow my racing mind down. So naturally, once I relaxed a bit more, my body finally could rest. My anxiety is not gone. But when I am in a place where I feel safe, I am able to relax and my mind isn&#039;t so noisy. It is a strange, new feeling."""
64673,1,"""This is the ONLY medication that works for my GERD.  I don&#039;t have any side effects at all.  """
64823,1,"""Protonix does what it&#039;s supposed to do unless I really overeat, eat or drink something really acidic. Sometimes, I have the feeling of hoarseness, coughing like food is coming back up in my esophagus. If I have to vomit, my food looks undigested due to the protonix not letting my stomach produce enough acid. Miss a day of protonix or vomit and you pay the price."""
64830,0,"""I was prescribed 1-2 tablets every six hours for anxiety; however I find that 1 tablet is quite sufficient and does ease the anxiety.  I have also found that I remain very groggy for up to 8 hours after taking a single pill.  I use for nighttime relief only."""
64845,0,"""I&#039;m younger than most people who take this, but man did the results fan out. I was able to maintain an erection for four hours. I woke up with a stuffy nose and a headache but my wife and I were super glad."""
64856,0,"""I was diagnosed with HSV1 about 6 months ago and finally went to my doctor asking for options for help about 4 months ago. Since being prescribed this medicine my life has been incredible! I was so depressed after being diagnosed but being on this medicine has given me my old life back. I haven&#039;t had an outbreak since and experience no side effects."""
64917,0,"""This medication is only slightly less effective than codeine or hydrocodone, in treating cough and has fewer side effects than both. The only negatives are the frequent required dosing and the unpleasant taste from these products."""
64937,1,"""Very effective. No heartburn or difficulty swallowing, or other symptoms during therapy."""
65202,0,"""I am a 61 yr old female who has had High Blood pressure problems for years. It is a family thing...recently my doctor put me on Bystolic after dealing with a BP of 189/108 and heart rate of 100-110 for two months.  Within a day or so, my BP was down to 110/69 and heart rate at 68.  I feel so much better since being switched from an ace inhibitor to a beta blocker that I can&#039;t believe it.  This medicine also helps with the fact that I have a static blood pressure due to my deep vein insufficiency.  I have had no side effects and feel so much better!  Thanks for making this medicine!"""
65300,1,"""I have just started taking Prevacid and after years of suffering my heartburn has now been relieved."""
65316,1,"""Nexium was moderately effective at reducing my GERD symptoms, but the side effects made it not worth taking.  I had trouble sleeping, felt very lethargic and fatigued, found it difficult to think through complex problems (which, in my job, is a serious concern).  I felt constantly run-down and had no energy, but could not get a good night&#039;s sleep."""
65355,0,"""I LOVE Cymbalta. I&#039;m taking it for anxiety, depression and fibromyalgia pain. It is the best medication I have taken for depression. I have tried numerous other depression and anxiety medications and nothing makes me feel as good as Cymbalta. Do not miss a dose though the withdrawal symptoms are terrible!"""
65460,0,"""I took this medicine last night and, boy did I regret. Within 3 hrs I began having BM and decided to use the restroom at midnight. After a short period I began feeling nauseated and dizzy. And it got worse the longer I stayed in the restroom. It felt like someone was ripping my intestines. The tummy aches were so excruciating. I felt so hot inside but, my body was cold. My legs felt so weak I couldn&#039;t even get up. I also felt so thirsty. After an hour in the restroom, I felt I was dying. I gathered the little strength left and rush to the bedroom to ask my wife to call 911 or drive me to the ER. I kept drinking cold milk and water till we got to the hospital, which was closed. By the time we turned around, I started feeling better"""
65576,0,"""I recently stopped taking lyrica after 6 months. I was taking lyrica for nerve pain following a terrible car accident. I wish I had never started taking lyrica. It not only did not help with the pain but only made my condition worse, not to mention the 30 pounds of weight I put on. Also the horrible withdrawal&#039;s was worse than I ever could of imagined. I absolutely do not recommend ever starting lyrica"""
65894,1,"""I take the liquid form of this medicine 10 mL 4 times a day. It helps with GERD and gastroparesis. I started out with the pill version, but I kept having trouble swallowing them and they got stuck in my throat so my doctor was able to get a pre-approval for the liquid Carafate. It works really well and I like that it coats my stomach with all the digestive problems I have. I haven&#039;t had any side effects from it, which I am relieved about."""
66320,0,"""Six weeks in on this stuff and I can&#039;t say I&#039;ve noticed a massive difference. For one day I had euphoria, everything seemed OK again, my problems seemed a challenge and I was filled with joy from &quot;waking up&quot; from a fearful monochrome life. Then after that initial carefree break I was mostly back to normal with slightly less depression. I&#039;m staying as positive as I can though, crying less, feeling less overwhelmed and battling things that make me uncomfortable. Avoiding 30mg for as long as I can. Seretonergic drugs = tired and transiently &#039;drunk&#039;/disconnected, at least for me. For now, 15mg is my crutch for getting through the day. Things suck ever so slightly less now."""
66457,1,"""Feeling dizzy , severe head-ache"""
66499,0,"""I&#039;m a 35-year-old woman and was on Lexapro 10mg from ages 21-30 and have been on 5mg for about 5 weeks now (staying at this dose) - both times for GAD without Depression and a touch of OCD.  For the most part, I managed fairly well while off it (exercise, limited alcohol, CBT therapy) but had periods where my anxiety would flare up. My advice would be to try it. I was very anxious about idea of going back on medication (i.e. Googling all the horrible side effects) but I&#039;m feeling significantly calmer, less anxious, and happier.  I didn&#039;t think I needed medication...until I went back on medication (give it a few weeks) and felt the difference.  I had convinced myself I was &quot;OK&quot; but really, I was &quot;white knuckling&quot; through my anxiety."""
66588,0,"""Started Phen 37.5 .....3/1/17 

I have dry mouth off and on but I hydrate excessively, pee a lot and chew gum. Absolutely no other extreme side effects. I function well off about 6 hrs of sleep. I do naturally wake easier than before in the morning but I&#039;m adjusting to make it work for my daily routine. 6 days in &amp; 6 pds down !! I&#039;m following a ketogenic  diet and doing light workouts. 

So far so good !"""
67374,1,"""I&#039;ve been on Nexium off and on for about ten years now. Depending how it was covered under my insurance, I had to go off it at times since it was not covered. I have tried Protronix, Prilosec, Prevacid (30 mg daily and 30mg 2x a day). Prevacid gave me horrible diarrhea. Nexium has been the best. My latest insurance company wanted me to try Dexilant for a month before covering Nexium. Basically one 60 mg Dexilant is like taking two 30mg Prevacids. Didn&#039;t do anything but give me a cold after a month, and lots of diarrhea. I always come back to the Nexium. When things improve I ween off it taking it once every other day for a while to get off of it. I have been getting my calcium and magnesium levels check every 6 months, always normal."""
68027,0,"""I think it works better with less digestive side affects.  Not as hyper focused, just the right focus."""
68547,1,"""I been taking Zegrid and Prilosec for years. I&#039;m one week into Nexium and I feel way better! Whenever I drink something I feel awesome. No more little bit of discomfort. I&#039;m amazed! Haven&#039;t had GERD, gas blockage in my chest or gall bladder. I feel like normal drinking cold and warm. I haven tried a soda yet but I did have a half a beer and the bubbles did not bother me at all! It&#039;s been years since 2007. I&#039;m so happy and Nexium I thank you."""
68772,1,"""I had excessive throat clearing after meals for ten years and seems after coffee/tea especially, did not know why? Some days worse than others thought maybe sinus draining or something. Recently I had reflux in my sleep, I had it every night for about 4 weeks straight, terrible stuff! I tried Prilosec OTC for 15 days, and nothing changed, then saw specialist and put on Dexilant. 15 days on Dexilant (1-60mg daily-15 days later I was still having the night reflux-doctor said take two Dexilant a day (morning/night dose). I did, three days later the night reflux gone. It has been a 3 weeks now, no night reflux. Some dry/throat days and light throat/day/burn, not anymore, no throat clearing, no side effects except green stool though."""
68798,1,"""While on this medication 20mg 2x daily I had chest pain and shortness of breath. I was taking to the hospital multiple times because I thought I was having a heart attack."""
68890,0,"""Before taking this, my hands and feet were always so cold, my depressing mood I just could not shake off, I was irritable and hopeless, a drone, living day to day.  I finally turned to my doctor for help. It surprised me to find out that my being cold, even in the heat of the summer, had to do with anxiety! Within the first day of taking this medication, I felt instant relief. The will to live flowed in my veins right down to my fingertips and toes. I feel alive again, no longer cold, no longer hopeless. I am happy to be me and so very thankful that this type of medication exists! It&#039;s obvious by this board that it helps a lot of people just like it helped me. One Symptom: Yawning! So, I go outside for deep breathes of air."""
69171,0,"""I have been taking this medicine off and on for about 2 years. When I first started I hated it because it made me feel anxious and depressed and emotional. I was on 10mg a few times a day. It took the sickness away but I couldn&#039;t handle the side effects so I stopped and the sickness came back. Finally the Dr. cut it down to 5mg and I felt so much better with that. The side effects were gone and sickness was controlled too. I&#039;m doing very well with this medicine but the long term use still has me nervous because I don&#039;t want to develop tremors later. So far so good and I feel pretty good."""
69308,0,"""I have been using Levsin SL for many years for Crohns (severe spasms). It is very effective.  Two years ago I started having severe spasms and leg cramps due to some unknown disease that is effecting my legs. I have constant pain in my leg muscles and long bones.  I also have severe leg spasms/cramps at night. I discovered one night when having both colon and leg spasms that the Levsin SL stopped the leg muscle spasms.  I discussed with my doctor and I started using at night to treat my leg spasms.  The spasms are quite severe with a pain level of up to 9 out of 10.  Levsin is the only medication that I have found that is effective.  The half-life for me is around 2-2.5 hours."""
69366,1,"""It&#039;s effective however the side effects are horrible"""
69571,1,"""My Dr. gave me some 60 mg Dexilant samples to try while I undergo testing for suspected gastritis or other conditions. I&#039;ve never been on any other PPI before, and had no idea what to expect. After only ONE dose, my stomach felt like it had a huge heavy lump in it, I was constantly thirsty, my urine output was little, I felt constantly hungry, it made me very gassy, and I had anxiety. My digestive system felt wonky for a few days as the Dexilant worked its way out. I would not recommend this product to anyone, but I do realize it does help some people."""
70319,0,"""I have had trichotillomania since I was a kid, for those of you who don&#039;t know what Trichotillomania is, it&#039;s hair loss from repeated urges to pull or twist the hair until it breaks off. Patients are unable to stop this behavior, anyway these urges come in episodes, sometimes an episode lasts a week, a month, or several months these episodes can be caused by stress, changes in lifestyle, social reasons, or no obvious reason at all. I&#039;m 18 years old and I find this medicine helpful, I take it only when I have the symptoms and in a few days I can see I&#039;m getting better sometimes the symptoms disappear completely, the side effects are annoying but they can get better with time. I recommend this drug."""
70702,0,"""i started the program 5 weeks ago and am down 11 pounds, did not notice any side   effects just alittle sleepy the first week or so. Its been easy for me to control what I eat because I do not crave anything. I used to like a drink or two at night befor dinner, not anymore dont even think about it, one other weird thing, I used to bite my nails , that urge has also gone away. Have nails now, Will keeping taking Contrave for the rest of my life if they let me,"""
70814,0,"""This birth control did prevent me from getting pregnant which is the main concern. However, I have never bled so much in my life. I am someone that has always had perfect periods without birth control. I went from that to bleeding three weeks out of the month and it never would stop. It wasn&#039;t necessarily heavy bleeding, but it is very aggravating to bleed constantly. This medicine also made me have acne and I normally have very clear skin. It made me have mood swings that my husband noticed. He even asked me when his nice wife was coming back. I decided after giving this three months to go to a permanent birth control method. """
71250,1,"""This is just an amazing medicine. I started on this many years ago in the UK and the relief it brought was just plain wonderful. After losing 120lbs in weight, I found the medical condition pretty much went away, but with a lot of stress recently and putting 30lbs back on the reflux is back. So is the Zantac, thank goodness. Highly recommended medication which I have always kept handy (just in case)."""
